dataset,seed,min_samples,view,n_balls,mean_ball_size,size_strata_available,size_stratum_cosine_mean,weighted_local_l1_from_run_profile
Porto-derived,1024,16,kinematic,75,74.02666666666667,3,0.9626670920229733,0.3964723346361566
Porto-derived,1024,16,trajectory_shape,5,1110.4,1,,0.121484070937433
Porto-derived,1024,32,spatial_path,59,94.10169491525424,3,0.9767787756525891,0.5592258298542994
Porto-derived,1024,32,kinematic,45,123.37777777777778,3,0.9424611288985217,0.38778074524479655
Porto-derived,1024,32,trajectory_shape,5,1110.4,2,0.9110573803388602,0.121484070937433
GeoLife,42,4,spatial_path,98,34.0,3,0.8976481564988897,0.6401022972436603
GeoLife,42,4,kinematic,1,3332.0,1,,2.7755575615628914e-17
GeoLife,42,4,trajectory_shape,117,28.478632478632477,3,0.9659540566467192,0.5234112855003165
GeoLife,42,8,spatial_path,87,38.298850574712645,3,0.9509360142321613,0.6317826700674415
GeoLife,42,8,kinematic,1,3332.0,1,,2.7755575615628914e-17
GeoLife,42,8,trajectory_shape,7,476.0,3,0.8569856265463388,0.062105965240789686
GeoLife,42,16,spatial_path,71,46.929577464788736,3,0.8108341804464789,0.6202380129242065
GeoLife,42,16,kinematic,1,3332.0,1,,2.7755575615628914e-17
GeoLife,42,16,trajectory_shape,5,666.4,2,0.8147906939463753,0.05530861100948079
GeoLife,42,32,spatial_path,38,87.6842105263158,3,0.8537865191364578,0.5879669931637879
GeoLife,42,32,kinematic,1,3332.0,1,,2.7755575615628914e-17
GeoLife,42,32,trajectory_shape,5,666.4,3,0.8602471940569044,0.05530861100948079
GeoLife,123,4,spatial_path,100,33.32,3,0.9093089790357061,0.6472304476715289
GeoLife,123,4,kinematic,113,29.486725663716815,3,0.9539888070886519,0.43437661013579526
GeoLife,123,4,trajectory_shape,1,3332.0,1,,0.0
GeoLife,123,8,spatial_path,91,36.61538461538461,3,0.9313326732284714,0.6467928744176185
GeoLife,123,8,kinematic,96,34.708333333333336,3,0.9451127355461605,0.4240138735401866
GeoLife,123,8,trajectory_shape,1,3332.0,1,,0.0
GeoLife,123,16,spatial_path,3,1110.6666666666667,2,0.7883635975459763,0.11505081236970659
GeoLife,123,16,kinematic,72,46.27777777777778,3,0.9947911330300183,0.4316437243451172
GeoLife,123,16,trajectory_shape,1,3332.0,1,,0.0
GeoLife,123,32,spatial_path,2,1666.0,1,,0.08242781050826029
GeoLife,123,32,kinematic,40,83.3,3,0.9899708554322831,0.4211795138945575
GeoLife,123,32,trajectory_shape,1,3332.0,1,,0.0
GeoLife,456,4,spatial_path,1,3332.0,1,,6.938893903907228e-18
GeoLife,456,4,kinematic,109,30.568807339449542,3,0.974139825901179,0.42176532014764256
GeoLife,456,4,trajectory_shape,114,29.228070175438596,3,0.9420930512918808,0.5421295359163033
GeoLife,456,8,spatial_path,1,3332.0,1,,6.938893903907228e-18
GeoLife,456,8,kinematic,99,33.656565656565654,3,0.9759695612547623,0.42185592133555067
GeoLife,456,8,trajectory_shape,4,833.0,2,0.8684444400975605,0.03946670435595516
GeoLife,456,16,spatial_path,1,3332.0,1,,6.938893903907228e-18
GeoLife,456,16,kinematic,73,45.64383561643836,3,0.9908759067242432,0.433993428226562
GeoLife,456,16,trajectory_shape,4,833.0,3,0.8148643752904675,0.03946670435595516
GeoLife,456,32,spatial_path,1,3332.0,1,,6.938893903907228e-18
GeoLife,456,32,kinematic,39,85.43589743589743,3,0.9619628298967319,0.4345062958415784
GeoLife,456,32,trajectory_shape,1,3332.0,1,,6.938893903907228e-18
GeoLife,789,4,spatial_path,117,28.478632478632477,3,0.9222871576791278,0.60997670940065
GeoLife,789,4,kinematic,1,3332.0,1,,5.551115123125783e-17
GeoLife,789,4,trajectory_shape,112,29.75,3,0.9497993094375617,0.5512368680343434
GeoLife,789,8,spatial_path,109,30.568807339449542,3,0.969269854219938,0.6103240693358934
GeoLife,789,8,kinematic,1,3332.0,1,,5.551115123125783e-17
GeoLife,789,8,trajectory_shape,59,56.47457627118644,3,0.9236348128446004,0.5128343188459863
GeoLife,789,16,spatial_path,2,1666.0,1,,0.11263355568162521
GeoLife,789,16,kinematic,1,3332.0,1,,5.551115123125783e-17
GeoLife,789,16,trajectory_shape,43,77.48837209302326,3,0.9017025244292515,0.49391709516385135
GeoLife,789,32,spatial_path,2,1666.0,1,,0.11263355568162521
GeoLife,789,32,kinematic,1,3332.0,1,,5.551115123125783e-17
GeoLife,789,32,trajectory_shape,21,158.66666666666666,3,0.9205847082883589,0.4257169102195336
GeoLife,1024,4,spatial_path,66,50.484848484848484,3,0.889207603302042,0.5636664247595925
GeoLife,1024,4,kinematic,123,27.089430894308943,3,0.9602577022515603,0.42976365704675207
GeoLife,1024,4,trajectory_shape,115,28.973913043478262,3,0.9405316890745979,0.5152407983447383
GeoLife,1024,8,spatial_path,65,51.261538461538464,3,0.942963063627983,0.5615884972025446
GeoLife,1024,8,kinematic,106,31.433962264150942,3,0.9576044483944326,0.4197130282504804
GeoLife,1024,8,trajectory_shape,12,277.6666666666667,3,0.8182066388189,0.08547250470064295
GeoLife,1024,16,spatial_path,1,3332.0,1,,0.0
GeoLife,1024,16,kinematic,68,49.0,3,0.9943570794865869,0.440560252618814
GeoLife,1024,16,trajectory_shape,8,416.5,3,0.8668930677181633,0.07852489970487925
GeoLife,1024,32,spatial_path,1,3332.0,1,,0.0
GeoLife,1024,32,kinematic,38,87.6842105263158,3,0.9731103644586868,0.41977579928928876
GeoLife,1024,32,trajectory_shape,1,3332.0,1,,0.0
